Parsing hochiminh.geojson...
Loaded 3056 traffic signal nodes.

Building KD-tree...
KD-tree built in 0.34 ms.

Nearest traffic light to (10.7725, 106.6981):
  ID:        10315805798
  Location:  (10.7715858, 106.6985321)
  Distance:  112.1 m
  Query time: 0.0048 ms

--- All Nodes ---
ID              Latitude      Longitude     
6712572280      10.7847776    106.6402893   
6712587694      10.7658706    106.6640589   
6712587695      10.7661450    106.6639341   
6712587696      10.7659059    106.6639478   
6712587699      10.7660801    106.6640723   
6712587717      10.7678079    106.6669992   
6712587720      10.7678307    106.6671707   
6712587724      10.7678736    106.6693108   
6712587728      10.7679526    106.6695817   
6712639661      10.7735592    106.6210958   
6712639662      10.7737063    106.6211254   
6712651294      10.7501019    106.6522605   
6712651295      10.7502387    106.6521100   
6712659078      10.7524302    106.5967562   
6712659079      10.7523460    106.5968670   
6712659080      10.7522580    106.5967908   
6712659081      10.7523117    106.5966971   
6712700172      10.7379953    106.6345781   
6712700173      10.7377725    106.6345312   
6712700175      10.7380317    106.6344350   
6712781478      10.7479647    106.6352494   
6712781480      10.7480159    106.6350472   
6712781482      10.7482166    106.6352017   
6712783785      10.7481663    106.6353788   
6712905570      10.7406077    106.6393087   
6712920361      10.7407620    106.6394514   
6712920362      10.7406242    106.6394595   
6712966390      10.7464352    106.6288961   
6712966403      10.7464782    106.6287484   
6712966404      10.7465601    106.6289295   
6713000501      10.7427597    106.6433140   
6713000503      10.7429436    106.6434092   
6713044823      10.7760302    106.6385063   
6713044824      10.7761102    106.6383789   
6713044826      10.7760091    106.6384387   
6713044827      10.7761219    106.6384374   
6713071422      10.7456423    106.6309737   
6713071424      10.7455478    106.6310234   
6713071425      10.7454029    106.6308972   
6713071427      10.7454731    106.6307999   
6713071444      10.7455740    106.6257040   
6713197753      10.7656960    106.6543728   
6713221619      10.7392647    106.6252950   
6713221620      10.7390485    106.6251870   
6713221623      10.7391773    106.6254165   
6713221624      10.7389433    106.6253214   
6713222386      10.7382717    106.6273241   
6713222387      10.7385469    106.6273773   
6713222389      10.7384580    106.6274146   
6713222391      10.7383964    106.6272285   
6713461961      10.7850414    106.6420018   
6713461962      10.7848187    106.6420850   
6713572099      10.7858282    106.6414874   
6713572101      10.7858338    106.6416799   
6716229440      10.7760131    106.6334838   
6716278158      10.7544702    106.6390589   
6716348782      10.7679542    106.6095421   
6716348783      10.7680817    106.6096121   
6716348784      10.7680291    106.6097088   
6716353785      10.7679016    106.6096226   
6716409743      10.7734504    106.6215923   
6716409744      10.7735879    106.6216890   
6716941320      10.7431934    106.6285340   
6716941322      10.7420309    106.6282173   
6717010017      10.7420322    106.6280516   
6717234875      10.7432850    106.6284321   
6717234876      10.7431219    106.6283999   
6717234877      10.7421689    106.6281984   
6717234878      10.7419327    106.6281449   
6717234879      10.7432109    106.6283251   
6717350668      10.7625815    106.6522165   
6717350669      10.7626607    106.6522971   
6717350670      10.7626774    106.6521396   
6723730215      10.7417717    106.6299554   
6723730216      10.7418134    106.6296964   
6723730217      10.7419163    106.6298915   
6723855998      10.7497122    106.6421072   
6723865988      10.7743606    106.6366901   
6723865990      10.7745055    106.6368651   
6723868379      10.7756937    106.6335693   
6723915835      10.7378765    106.6289212   
6723915838      10.7378495    106.6286878   
6724000540      10.7442152    106.6133412   
6724000541      10.7446620    106.6131835   
6724000542      10.7444014    106.6130284   
6724000545      10.7440968    106.6133433   
6724000547      10.7382521    106.6149377   
6724025321      10.7517865    106.6103451   
6724025324      10.7520809    106.6103007   
6724025326      10.7519672    106.6105867   
6724025327      10.7516121    106.6106154   
6724025330      10.7479342    106.6117973   
6724025331      10.7477764    106.6119768   
6724025670      10.7603034    106.6533624   
6724025672      10.7600848    106.6531816   
6724025673      10.7600914    106.6533484   
6724069335      10.7625092    106.6545853   
6724069337      10.7623109    106.6544918   
6724069338      10.7624073    106.6546391   
6724116268      10.7639106    106.6490788   
6724116269      10.7639392    106.6492077   
6724116270      10.7638152    106.6492532   
6724116271      10.7637544    106.6491398   
6724239992      10.7542814    106.6433258   
6724239994      10.7541259    106.6429041   
6724244730      10.7388226    106.6236360   
6724244731      10.7390716    106.6236261   
6724244732      10.7389779    106.6237053   
6724244734      10.7389242    106.6235346   
6724299692      10.7516780    106.6206823   
6724299693      10.7516200    106.6207825   
6724299696      10.7515497    106.6205958   
6724452269      10.7516618    106.6240157   
6724452271      10.7516093    106.6241553   
6724452272      10.7518041    106.6241038   
6724579974      10.7484153    106.6205118   
6724579975      10.7482497    106.6203454   
6724603131      10.7383995    106.6151836   
6724603136      10.7485871    106.6150132   
6724739414      10.7694069    106.6356184   
6724739415      10.7695781    106.6357497   
6724739416      10.7695091    106.6354518   
6724761063      10.7667478    106.6426388   
6724843976      10.7549242    106.6432300   
6724843977      10.7544726    106.6431382   
6724845942      10.7483771    106.6152640   
6724861237      10.7549096    106.6434210   
6724899261      10.7534820    106.6509376   
6724902256      10.7665829    106.6423546   
6724902257      10.7668497    106.6420615   
6724919744      10.7698790    106.6443790   
6724919745      10.7697086    106.6445848   
6724919746      10.7698917    106.6444869   
6724919747      10.7696747    106.6444381   
6724927991      10.7535891    106.6507096   
6724934047      10.7707270    106.6430868   
6724935334      10.7663622    106.6785612   
6724935337      10.7663709    106.6788202   
6724967023      10.7536954    106.6497761   
6724967024      10.7533451    106.6497398   
6724967025      10.7534302    106.6496433   
6724967028      10.7535688    106.6498536   
6724972353      10.7343496    106.6029185   
6724972354      10.7343634    106.6028418   
6724972355      10.7348201    106.6025864   
6725045862      10.7580449    106.6495201   
6725058489      10.7590624    106.6514355   
6725058492      10.7590568    106.6512775   
6725058493      10.7592717    106.6514655   
6725058528      10.7623432    106.6571327   
6725065723      10.7653031    106.6465592   
6725065725      10.7652392    106.6463339   
6725229204      10.7514766    106.6206724   
6725243686      10.7654369    106.6466329   
6725270907      10.7498390    106.6288716   
6725270908      10.7498990    106.6288219   
6726843069      10.7572423    106.6717382   
6726843070      10.7569301    106.6717891   
6726843072      10.7571501    106.6718575   
6726843073      10.7570058    106.6716761   
6726916097      10.7567520    106.6697559   
6726948998      10.7587571    106.6342231   
6726949000      10.7587742    106.6344336   
6726978036      10.7380211    106.6151508   
6726978037      10.7380588    106.6150872   
6726978084      10.7327988    106.6120959   
6726995486      10.7327488    106.6118894   
6726995487      10.7327028    106.6119667   
6726995518      10.7280240    106.6071343   
6726995519      10.7280305    106.6073833   
6727011192      10.7683769    106.6843913   
6727012919      10.7587232    106.6777356   
6727012923      10.7582523    106.6757119   
6727012925      10.7580143    106.6757800   
6727023645      10.7589777    106.6775471   
6727039414      10.7597838    106.6801710   
6727039416      10.7599909    106.6800912   
6727058334      10.7612593    106.6832351   
6727478663      10.7499428    106.6287455   
6727478666      10.7496124    106.6287165   
6727484807      10.7623015    106.6765828   
6727484808      10.7621345    106.6765458   
6727484810      10.7623212    106.6763295   
6727519924      10.7584368    106.6416812   
6727519925      10.7585431    106.6417778   
6727519930      10.7590926    106.6415877   
6727536973      10.7613281    106.6750373   
6727536974      10.7613302    106.6751235   
6727623968      10.7703186    106.5913348   
6727623969      10.7702567    106.5912551   
6727623970      10.7699078    106.5915452   
6727623972      10.7698430    106.5914595   
6727656780      10.7575474    106.6694654   
